"PM2.5","PM10","SO2","NO2","O3"
16,60,3,51,2
26,64,4,57,2
33,63,7,55,3
23,28,9,54,7
31,63,10,61,8
41,77,10,61,18
62,105,12,44,38
59,81,19,30,54
63,90,17,31,52
67,93,19,37,54
69,107,13,62,26
71,109,15,70,14
70,110,15,72,10
73,110,15,74,4
78,121,16,72,3
82,130,14,73,3
85,130,13,71,3
92,147,12,70,2
108,171,16,78,4
124,187,18,82,8
127,196,19,82,8
129,196,19,80,7
111,158,15,76,5
100,147,12,69,4
95,133,11,70,4
89,129,11,75,6
93,113,13,74,12
118,156,15,102,11
128,180,22,104,21
108,162,21,92,22
112,160,21,85,29
117,163,22,71,33
122,163,21,79,24
132,185,19,96,6
145,196,20,102,4
164,218,24,103,5
168,229,23,102,5
173,232,25,101,5
175,229,27,95,4
167,199,21,87,3
158,186,13,83,3
157,192,13,82,4
194,237,19,86,7
187,245,20,81,6
182,227,19,82,6
167,205,17,81,5
168,205,17,84,5
142,185,15,79,4
116,149,12,72,3
127,167,14,87,4
150,212,20,100,7
186,239,26,112,11
197,265,24,136,12
240,328,22,154,13
304,399,21,131,14
267,307,20,112,17
279,330,16,116,8
285,344,11,114,4
275,329,10,107,4
282,367,13,103,5
278,377,15,97,6
270,381,16,90,6
257,364,17,87,5
262,366,19,86,6
238,316,10,83,4
238,314,11,86,5
240,306,11,83,6
229,287,13,84,5
224,282,13,80,5
220,295,13,79,4
212,318,11,97,4
228,308,8,106,5
274,274,9,115,10
299,314,12,117,17
332,367,15,147,15
348,384,13,157,12
311,324,9,134,12
272,283,7,110,9
250,250,6,104,4
246,246,6,99,3
222,243,6,106,3
223,250,7,108,4
242,281,8,112,4
263,305,8,116,5
271,315,8,116,4
258,307,8,114,4
242,285,8,112,4
217,240,7,106,4
195,208,7,105,4
186,186,6,107,4
172,172,6,106,3
160,160,5,106,3
147,147,5,104,3
148,148,5,98,3
158,169,4,90,4
203,203,4,80,8
218,218,9,64,23
173,173,8,62,39
222,255,7,69,40
199,199,9,59,55
226,237,10,65,53
228,233,9,67,49
213,217,6,76,32
212,216,5,99,8
201,214,5,100,3
156,156,7,84,18
130,130,6,66,32
133,133,6,54,49
129,129,6,48,49
117,118,6,50,38
122,122,5,58,23
107,107,6,55,22
94,94,6,52,19
70,70,6,47,17
64,64,8,39,23
53,53,9,42,21
47,47,14,42,20
52,52,16,44,20
46,49,17,43,23
43,43,18,36,34
54,54,19,34,40
46,46,16,31,49
54,54,15,30,53
40,40,12,32,51
43,53,13,37,46
45,47,13,42,39
44,44,13,52,26
48,49,15,56,26
62,87,16,66,14
73,89,17,76,2
65,99,16,71,2
79,127,19,74,3
98,186,16,77,2
106,172,11,76,2
91,131,9,73,2
106,157,5,54,14
99,114,4,62,3
89,89,5,68,2
78,78,5,66,2
75,79,5,64,2
71,71,4,61,2
78,80,4,53,2
73,93,4,50,3
56,56,6,40,15
11,11,3,18,41
17,17,2,12,53
13,13,2,13,51
5,6,2,13,52
12,12,2,14,52
9,17,2,14,51
4,8,2,18,49
7,24,2,20,45
9,11,2,33,30
6,21,2,45,18
17,17,3,47,16
12,12,2,34,28
15,15,2,27,35
7,7,2,32,29
9,17,2,42,17
6,27,2,47,7
9,19,2,52,2
12,13,3,54,2
3,14,2,46,2
11,29,3,45,2
15,15,3,48,2
15,34,6,60,2
25,53,7,59,2
18,18,8,57,6
13,26,11,46,17
25,26,9,33,34
21,40,8,29,45
27,52,9,29,46
38,54,14,30,50
48,53,9,67,13
59,77,8,75,2
65,87,7,78,2
76,100,7,76,2
85,119,7,75,2
97,138,7,73,2
92,123,6,63,2
92,114,5,60,2
109,154,7,72,3
123,175,8,78,4
142,193,8,75,5
155,208,7,68,6
161,229,8,63,6
170,225,7,61,5
153,206,8,58,3
147,199,12,62,3
162,226,14,71,3
181,259,15,82,3
191,260,15,90,4
192,244,16,83,4
186,222,17,76,4
194,226,19,76,2
194,216,17,78,2
201,222,13,78,2
195,227,10,75,2
207,252,11,81,2
217,263,12,85,3
216,257,11,85,3
224,267,10,81,4
226,267,10,77,4
246,289,13,80,6
240,284,12,76,5
236,279,11,75,4
225,258,10,67,3
141,141,7,41,9
130,130,6,35,10
127,127,5,35,10
121,121,5,37,5
121,121,5,39,2
128,128,5,39,2
129,129,4,38,2
171,172,7,60,4
194,225,6,56,5
190,190,5,41,10
187,189,7,44,15
191,206,8,48,19
161,179,9,50,21
95,104,6,40,31
70,77,5,49,18
180,212,5,63,2
144,173,6,61,3
44,52,4,51,12
15,22,3,41,20
15,27,3,41,20
14,32,3,47,10
17,40,2,49,5
17,42,2,54,2
29,58,2,56,2
43,78,3,53,2
56,94,5,63,3
134,184,5,60,5
152,199,4,52,4
159,208,4,50,4
147,177,5,55,4
139,166,5,60,4
124,162,8,63,5
118,155,10,67,6
115,149,12,79,9
111,141,13,80,8
84,113,11,62,12
58,90,11,49,17
55,91,8,52,9
58,97,6,60,2
61,117,5,63,2
62,111,5,66,2
60,107,5,66,2
74,130,6,69,4
68,126,4,62,3
72,135,5,64,3
75,138,7,62,3
78,140,7,61,2
74,118,6,54,2
73,108,5,51,2
60,97,6,50,2
48,92,6,52,2
48,81,7,48,2
50,79,9,51,4
58,94,12,56,7
71,112,19,55,13
77,119,23,58,21
88,157,23,59,33
80,137,20,53,44
80,134,18,48,55
92,142,16,56,49
96,148,14,69,33
97,151,11,80,15
103,151,9,88,3
82,145,11,70,2
83,141,10,65,2
56,98,7,58,2
38,56,7,48,8
37,50,7,46,9
44,56,7,49,4
44,50,6,48,4
45,52,6,50,2
50,60,7,52,2
57,68,8,54,2
60,85,9,56,2
59,81,11,56,2
59,91,12,58,2
67,142,14,58,2
64,136,17,61,2
81,171,16,61,3
100,187,18,62,4
106,192,20,64,5
119,213,20,66,5
124,240,21,69,7
143,268,19,74,4
139,300,16,74,2
145,298,15,75,2
148,285,15,75,3
172,298,16,73,4
181,314,17,75,5
188,323,18,77,5
188,309,17,78,4
189,293,13,79,4
177,284,12,79,5
171,271,11,77,5
136,182,9,69,2
135,161,7,60,2
138,169,7,55,2
50,110,4,20,49
15,140,2,20,56
13,93,2,31,44
17,107,4,32,40
16,79,4,30,43
8,50,2,17,59
14,28,2,15,64
9,44,2,15,68
12,48,2,16,69
6,36,2,18,68
6,36,2,19,68
11,30,2,24,60
9,28,2,37,44
16,34,3,49,28
13,35,3,44,30
22,34,4,51,23
13,30,4,47,24
10,23,5,46,23
7,17,4,45,22
8,24,5,67,2
10,31,4,67,2
12,24,3,67,2
11,26,3,63,2
8,17,4,62,2
15,22,4,60,2
17,29,5,61,2
25,51,10,68,4
31,69,16,71,7
41,90,19,69,12
25,32,16,49,29
37,61,19,49,36
41,85,24,57,32
46,83,27,55,32
51,92,30,66,20
54,95,25,75,14
60,104,19,86,3
66,128,14,88,2
99,186,16,97,5
111,215,17,97,5
140,248,18,95,9
175,306,16,97,11
198,314,13,91,12
181,283,11,86,9
146,236,11,77,6
120,192,10,70,4
100,156,10,67,4
89,133,9,62,3
74,109,10,62,2
76,104,8,59,2
82,123,13,72,4
77,131,13,57,3
76,113,15,59,5
85,134,17,60,9
86,110,21,55,21
90,119,23,53,33
93,108,25,58,37
64,103,19,99,9
92,134,14,94,2
97,159,11,94,3
114,198,11,100,4
143,237,13,114,6
173,267,14,119,7
191,279,13,113,7
204,279,14,113,8
223,301,18,119,9
227,293,16,107,9
210,270,18,92,6
163,215,25,77,2
90,112,22,53,2
72,82,25,54,3
71,91,23,55,2
60,79,21,52,2
64,80,25,52,6
65,94,33,55,6
75,115,41,56,9
80,123,39,56,9
81,132,31,53,9
73,104,22,49,8
89,118,24,59,4
97,149,26,64,5
105,168,26,67,3
114,200,25,69,2
125,233,25,69,4
146,311,23,68,4
146,308,27,71,4
149,310,28,70,4
158,309,30,72,4
183,270,37,79,7
187,272,41,80,7
186,264,40,78,7
189,273,45,79,7
182,287,36,78,6
176,305,28,71,5
174,305,24,71,5
173,303,25,74,5
177,297,25,76,6
184,331,26,78,6
183,334,29,79,6
191,379,30,81,5
219,424,29,91,6
233,392,25,96,5
234,389,26,91,5
232,380,19,85,3
224,325,13,83,3
242,321,10,82,3
243,287,9,77,2
248,264,8,74,3
273,289,9,77,4
239,239,8,77,3
206,206,7,71,2
180,180,7,66,2
184,184,7,73,2
224,254,9,85,2
239,292,10,87,3
233,268,8,81,3
210,253,8,82,3
210,238,8,77,2
201,204,10,73,2
145,145,16,64,2
69,69,14,44,11
42,42,12,36,21
32,37,10,28,34
29,35,9,22,47
38,44,8,24,52
42,42,7,24,58
36,36,5,26,60
23,28,2,24,65
32,91,3,36,52
98,198,8,78,25
212,292,12,98,22
238,277,11,99,19
213,256,9,89,7
127,135,6,60,2
118,118,7,58,2
112,112,7,54,2
104,104,5,46,2
101,101,5,43,3
76,76,5,38,10
63,63,5,37,10
55,55,5,39,5
52,52,4,31,12
47,47,3,35,10
54,54,4,44,2
44,44,6,43,2
51,51,8,45,2
54,66,8,43,3
59,95,7,44,2
74,92,7,46,2
74,87,9,47,3
76,106,9,51,2
78,99,9,50,2
76,114,11,53,2
74,120,7,49,2
38,38,3,46,5
29,29,3,44,8
25,25,2,34,18
18,18,2,29,24
13,13,2,24,29
11,11,2,22,31
11,11,2,16,39
11,11,2,14,48
10,10,2,12,53
9,9,2,10,58
11,11,2,11,55
15,15,2,9,55
6,6,2,13,52
14,14,2,15,53
8,8,2,16,53
5,9,2,18,51
9,9,2,19,51
9,9,2,19,51
14,14,3,17,55
10,10,5,19,55
3,6,5,18,58
8,16,4,20,55
13,13,4,17,58
4,22,4,22,53
9,35,4,22,52
7,28,5,26,47
14,31,5,24,48
10,25,3,20,52
12,23,2,15,56
9,24,2,13,58
9,25,3,12,58
10,21,2,11,57
6,17,4,10,55
8,15,4,11,54
4,14,4,10,48
5,20,4,9,51
4,22,4,10,53
6,23,6,22,42
8,22,5,23,42
6,23,5,15,50
5,20,5,14,52
5,24,6,14,52
3,11,5,13,55
3,6,4,12,56
8,8,4,12,57
4,11,4,14,56
6,18,4,17,53
11,26,4,29,41
12,34,5,40,29
15,24,5,40,28
12,24,6,49,21
10,21,6,43,24
17,25,8,38,28
8,22,7,36,28
7,16,6,29,34
10,14,8,28,34
12,18,7,27,33
10,13,6,23,37
5,9,5,21,39
6,8,5,19,40
5,13,7,24,35
11,14,7,39,22
9,20,10,57,8
11,28,12,53,12
27,49,17,51,17
43,51,14,46,25
36,36,10,34,35
36,39,13,33,39
29,42,11,32,43
3,6,4,17,49
3,29,4,25,44
7,37,4,33,36
9,30,4,38,32
8,22,3,30,39
5,21,3,41,28
10,25,5,53,17
9,23,6,48,21
14,29,6,48,19
14,27,7,53,14
16,23,9,62,6
10,30,9,63,5
20,31,10,67,2
12,21,9,49,13
15,29,9,63,3
10,37,7,67,2
23,52,8,72,2
31,71,14,77,3
46,89,22,78,6
62,93,24,69,16
82,92,27,66,24
87,108,27,65,29
77,103,24,63,34
88,114,27,66,32
85,128,26,76,21
91,131,25,83,11
106,138,27,82,13
140,181,26,100,5
164,211,24,106,3
165,212,27,104,3
165,207,43,103,4
210,263,60,109,7
211,306,38,120,10
217,321,28,118,10
223,327,27,111,12
212,298,29,108,11
158,214,21,92,5
119,150,16,86,4
105,130,13,80,2
97,118,11,78,2
84,113,10,74,2
80,107,12,75,2
92,113,16,80,3
98,122,18,77,7
102,117,22,80,9
100,122,25,84,10
103,143,27,89,10
111,159,30,97,8
140,205,33,121,5
183,248,36,129,3
228,300,37,125,3
280,345,33,119,4
276,319,32,105,3
286,340,30,99,4
285,334,31,96,4
310,345,30,100,5
323,369,27,100,5
345,390,28,107,6
350,411,26,107,6
328,390,23,117,10
322,405,23,123,15
358,449,18,116,14
359,441,16,122,13
344,431,14,116,12
350,434,14,118,11
341,410,20,119,10
344,412,27,126,9
324,404,31,141,9
172,342,19,90,16
156,432,20,103,19
251,471,28,128,12
254,449,26,117,14
174,374,22,97,21
194,388,20,115,8
228,429,18,120,4
282,453,18,125,5
275,446,21,124,5
271,442,20,123,6
273,438,19,119,6
309,466,18,129,7
333,474,13,123,7
310,462,12,122,7
308,466,10,122,7
296,436,11,121,6
243,371,18,117,9
220,345,18,113,7
211,322,16,110,6
118,177,13,95,2
37,37,10,68,6
15,15,8,42,26
14,14,6,25,48
13,13,5,17,59
7,7,5,17,60
10,18,6,17,61
12,17,6,20,60
12,14,5,19,61
10,13,4,21,60
8,10,4,27,54
6,15,5,39,41
16,22,9,50,30
24,35,11,63,18
22,34,10,78,5
29,36,15,86,2
28,31,11,81,2
21,21,9,67,11
15,21,6,80,2
31,49,16,79,2
50,66,19,76,3
54,74,23,76,4
68,89,21,72,4
54,71,19,85,4
57,63,22,85,5
77,109,28,88,7
63,102,24,85,5
50,98,24,87,5
50,66,20,74,8
42,64,21,75,12
59,85,21,84,13
72,116,22,97,13
83,142,24,106,12
95,161,24,118,7
97,180,23,118,5
99,187,21,115,4
108,188,22,117,5
138,211,43,123,8
137,198,40,104,8
102,145,33,99,6
91,129,31,89,6
107,160,32,90,7
108,169,31,94,7
95,155,29,91,6
81,113,21,79,4
71,82,21,72,4
68,96,21,73,4
54,66,18,65,2
57,68,14,65,2
57,76,15,67,2
56,92,19,71,3
78,113,27,77,4
129,191,40,92,7
154,251,42,91,6
143,212,34,83,5
110,159,29,72,5
89,121,25,67,4
94,149,24,73,3
93,146,23,73,2
98,150,23,73,2
88,147,25,72,3
81,137,26,70,3
98,151,28,75,4
93,164,26,67,4
69,106,23,60,3
67,100,22,61,3
73,116,23,63,3
76,122,20,63,3
80,126,18,63,4
84,123,16,62,4
82,119,13,62,3
85,120,12,65,4
92,140,11,69,4
115,169,12,78,5
125,184,17,86,5
148,213,24,98,6
163,251,29,117,7
202,281,33,145,9
212,287,31,129,12
170,244,27,105,18
3,172,20,74,30
3,108,13,51,42
23,67,8,51,40
5,36,3,24,65
6,39,2,23,67
3,18,3,26,63
6,14,3,30,57
10,19,3,26,61
10,18,5,36,46
6,17,5,41,37
5,9,4,35,43
7,7,4,35,44
9,9,4,37,38
8,8,3,40,39
3,16,3,45,30
3,6,4,45,34
7,13,5,51,30
8,28,7,41,40
11,28,7,39,43
5,10,5,27,57
3,16,4,21,66
5,6,4,19,69
8,13,4,18,73
9,13,3,20,73
7,13,3,24,69
6,23,3,29,64
9,27,4,40,52
23,63,9,72,24
75,119,21,81,26
101,141,24,100,12
109,143,20,110,6
122,153,21,114,5
132,159,22,104,6
135,161,31,102,5
145,170,37,98,5
150,171,63,93,6
139,168,37,100,10
106,130,19,87,9
73,74,14,71,6
73,86,12,70,7
65,74,10,66,5
39,43,10,64,3
32,38,11,64,5
28,32,14,62,10
32,37,14,56,19
45,45,17,58,25
45,55,18,59,29
110,176,24,123,7
162,218,26,124,5
176,228,27,120,5
205,255,31,124,6
225,266,35,123,7
241,271,33,123,7
240,271,27,121,8
221,258,36,120,13
219,262,39,124,15
258,311,39,127,17
242,286,31,119,15
205,238,25,105,12
113,130,18,73,5
79,79,15,67,3
76,76,14,68,3
83,84,13,67,4
79,98,13,68,4
83,103,17,68,4
90,118,19,73,5
164,174,37,95,13
213,240,49,113,17
234,268,51,134,16
271,321,50,141,13
302,356,52,148,9
366,439,41,151,8
382,470,35,150,7
403,478,27,152,8
471,500,23,164,10
516,616,24,171,12
536,656,21,160,13
554,669,17,150,11
538,633,13,142,10
531,615,15,135,10
540,599,13,133,10
521,594,13,136,10
514,569,11,136,11
465,534,9,129,8
410,460,9,121,6
350,352,9,110,5
351,351,11,110,6
316,316,16,107,7
266,266,25,98,8
232,232,24,100,8
190,190,25,90,9
154,154,27,89,12
132,132,26,80,21
115,144,22,81,23
98,131,20,77,24
120,173,20,91,10
141,198,22,93,12
244,300,24,90,15
261,294,20,94,5
270,300,19,89,5
260,274,16,87,3
249,255,14,88,3
238,241,13,81,6
101,101,17,45,26
79,79,15,44,26
77,77,15,51,18
78,78,16,58,10
71,71,25,65,4
65,65,28,68,4
64,64,32,70,3
66,87,21,66,5
33,33,14,39,28
19,40,9,24,45
11,51,7,21,55
8,25,5,16,63
7,7,4,16,64
12,15,3,16,66
5,39,3,16,66
8,23,3,18,66
7,27,3,22,63
6,24,4,30,55
10,18,5,47,37
17,22,9,67,18
20,26,10,77,11
25,34,9,85,3
37,37,9,85,3
25,35,13,86,3
34,48,15,84,4
32,45,16,78,3
45,50,18,76,4
30,33,14,73,4
31,44,11,67,3
38,50,14,72,3
66,108,22,85,6
86,131,26,88,8
97,158,26,90,8
93,183,25,91,8
98,163,27,104,9
92,124,26,106,10
95,125,24,109,11
117,169,28,132,10
144,235,32,145,10
132,198,24,125,11
109,135,22,105,8
102,138,21,106,4
116,166,22,108,5
203,286,37,128,10
186,251,32,124,8
168,227,27,118,7
166,233,24,120,7
177,240,30,134,9
166,234,33,128,9
171,232,48,121,12
154,208,46,112,10
130,169,30,98,7
94,115,22,83,4
64,79,16,69,2
70,92,17,79,4
93,150,23,87,6
145,236,39,85,6
166,227,47,82,9
147,195,43,86,11
132,170,35,82,18
97,124,27,73,22
172,234,22,120,6
175,212,24,123,4
169,207,27,122,4
178,216,31,121,5
169,206,29,113,4
149,178,26,101,3
171,187,26,97,3
201,216,30,98,4
210,220,33,101,4
209,224,34,103,4
220,237,44,101,5
230,246,36,106,11
227,268,22,92,7
222,262,18,83,7
203,236,12,73,6
205,243,12,80,8
194,237,13,83,7
160,193,25,83,12
34,102,9,33,52
6,78,4,12,71
10,79,4,13,71
5,71,4,14,70
8,57,4,15,70
3,43,4,18,68
7,40,4,26,60
6,39,5,25,61
11,39,8,34,51
15,39,7,33,50
13,30,6,31,51
8,22,5,26,55
3,20,4,23,57
3,19,4,23,56
3,9,5,21,57
5,13,5,25,51
7,18,7,38,36
6,13,6,24,49
10,13,7,25,48
9,16,8,27,45
4,13,9,30,42
6,21,8,34,40
14,33,11,46,28
12,18,8,30,44
11,15,6,22,55
11,12,6,24,56
7,7,5,19,64
11,11,4,21,64
16,20,4,29,56
21,32,6,53,33
36,73,11,65,18
40,75,13,75,7
44,79,16,79,4
52,90,18,79,4
57,89,18,76,4
53,82,20,75,4
59,84,17,76,3
67,96,16,80,5
105,151,29,94,8
105,160,27,89,8
60,95,17,70,4
35,40,9,64,2
20,23,7,59,2
18,24,7,60,2
20,30,7,59,5
25,25,10,53,13
31,31,12,48,20
30,30,14,48,25
39,42,19,47,31
45,45,18,53,32
34,38,16,48,36
40,49,16,62,24
47,76,15,79,8
52,80,15,88,3
56,93,16,91,4
58,87,14,87,4
71,91,14,93,4
80,112,15,92,4
87,115,17,91,4
108,125,22,95,6
141,179,41,107,12
176,226,47,119,14
199,277,36,126,13
203,265,30,125,13
218,273,28,121,16
233,276,33,102,17
221,268,34,96,15
208,255,32,90,13
215,259,33,90,12
207,247,44,94,10
218,252,44,105,9
231,285,44,115,10
223,282,56,112,9
239,261,59,121,9
238,252,59,114,10
171,173,47,82,22
179,179,43,94,15
201,204,39,110,5
223,250,42,119,7
219,255,49,110,8
230,259,47,112,8
265,293,42,110,8
269,305,42,113,8
271,308,57,117,10
266,297,63,115,10
258,283,58,111,8
220,246,55,111,6
218,225,53,109,6
212,217,47,107,6
215,223,43,109,6
217,224,43,109,5
221,231,40,106,6
221,237,40,106,6
230,254,45,108,7
228,249,45,100,8
235,239,43,88,13
224,224,39,80,18
207,207,40,69,29
185,171,36,61,43
185,167,33,79,30
213,204,30,88,13
234,245,29,87,6
223,227,31,87,5
215,216,36,86,6
207,207,32,83,5
206,206,29,84,6
200,200,27,81,6
210,214,25,86,7
205,215,24,81,7
157,157,26,72,5
176,176,22,77,6
129,129,24,79,6
20,20,8,43,32
8,8,7,26,49
6,6,6,26,53
3,6,5,32,50
3,6,5,32,50
6,6,5,31,52
6,6,7,32,51
11,11,4,26,58
12,12,4,26,58
13,13,5,33,53
12,14,4,37,44
23,28,6,50,32
18,28,6,60,23
21,24,8,76,11
19,27,9,81,8
21,21,9,64,21
22,33,7,62,21
12,25,5,37,41
5,20,4,35,40
10,17,3,33,40
7,15,6,40,33
6,9,5,31,39
3,6,5,23,42
3,6,4,27,40
8,8,6,30,39
5,11,8,38,32
6,15,9,61,12
9,22,10,56,19
14,14,9,40,34
12,12,7,30,44
11,11,7,26,50
16,16,8,29,50
19,20,7,29,53
17,24,6,37,47
17,40,8,56,29
35,91,11,78,12
60,93,15,76,14
48,85,13,67,15
54,89,16,68,15
69,96,32,75,10
76,101,32,80,6
83,112,33,80,4
83,108,33,78,4
78,102,26,78,3
78,114,28,86,4
74,106,25,79,5
72,101,20,76,5
64,86,17,71,3
36,68,15,62,6
7,45,10,26,34
3,6,6,20,47
4,20,5,15,55
6,19,4,12,60
7,23,4,13,62
7,29,3,14,63
9,41,3,15,63
8,63,3,15,63
3,68,3,21,57
4,12,4,37,42
8,19,8,54,25
14,25,8,75,7
23,35,9,78,4
18,35,8,79,2
18,42,8,82,2
33,60,13,85,2
40,78,16,87,2
155,180,28,95,3
206,235,35,95,4
180,210,35,92,6
73,87,29,91,6
49,68,21,88,4
36,50,15,78,2
27,43,15,79,2
29,41,17,77,3
41,41,24,78,6
47,56,23,88,8
57,66,21,100,10
74,103,22,117,10
118,146,30,130,10
182,226,30,129,16
194,241,25,122,14
211,268,24,121,6
206,256,23,123,4
253,283,25,122,8
258,288,26,123,5
247,276,30,122,6
182,221,30,115,7
198,243,41,122,9
233,283,45,122,12
251,312,40,116,12
256,303,37,117,12
226,258,30,105,10
143,157,23,88,6
128,132,25,88,6
123,132,27,93,5
116,128,23,89,4
90,96,23,81,2
78,81,26,75,3
86,87,33,84,5
136,136,49,92,8
196,204,56,100,11
233,265,61,104,15
258,289,59,108,17
284,307,62,113,19
316,357,63,129,12
329,402,57,135,6
332,369,42,129,3
357,371,28,126,5
378,404,19,122,5
380,404,18,126,6
385,413,18,124,5
363,382,15,112,5
352,358,13,105,5
356,361,10,108,6
367,375,14,118,8
362,375,23,117,10
320,334,37,117,13
284,286,26,102,9
278,278,19,98,8
246,250,14,88,6
209,209,14,79,4
168,168,17,70,4
189,189,25,72,7
229,229,33,88,9
185,185,39,86,14
185,185,36,92,17
190,190,36,101,17
195,195,33,109,14
193,193,32,114,9
189,193,27,119,6
246,265,26,136,5
296,315,27,140,5
290,309,22,143,8
291,328,25,140,10
274,303,25,126,11
262,275,29,120,13
269,277,29,119,13
311,313,31,124,15
355,363,27,129,13
340,352,22,122,11
249,254,19,94,7
187,187,15,80,6
177,177,13,76,5
118,118,14,68,4
137,137,20,78,5
175,175,35,89,7
128,128,33,79,7
129,129,34,82,10
147,147,36,92,13
157,157,38,102,16
191,191,38,136,12
240,255,34,162,9
218,236,32,149,6
222,227,30,146,5
267,267,28,151,7
279,279,24,154,8
300,300,22,153,8
319,322,19,158,11
420,450,17,142,16
487,523,11,114,14
460,508,8,95,12
417,471,6,93,11
337,430,6,101,11
315,359,6,104,11
318,339,6,105,11
319,345,6,109,11
288,320,5,104,10
262,262,4,100,9
267,267,5,101,9
282,284,6,114,9
332,332,6,125,11
326,326,8,120,14
428,428,8,145,13
430,430,9,150,12
391,391,8,144,10
388,388,7,144,9
384,384,7,138,8
374,374,7,131,8
359,361,7,121,9
352,352,7,117,9
336,336,7,115,9
346,346,8,121,8
370,381,7,125,8
369,369,7,126,10
355,384,7,121,8
320,344,7,122,7
318,339,7,115,7
320,362,7,111,7
338,343,8,112,8
323,330,7,104,8
335,335,8,99,8
340,340,8,101,8
334,334,9,101,9
342,342,10,110,9
366,366,11,125,9
393,393,13,138,10
412,412,16,143,12
401,401,17,140,14
382,382,16,144,15
382,382,16,153,10
383,383,14,159,7
394,412,14,161,7
421,472,15,159,8
418,481,14,155,8
432,467,16,155,9
422,437,16,160,8
424,424,17,169,8
420,435,18,165,9
419,422,19,163,8
420,439,13,159,8
346,352,13,135,8
43,43,11,42,40
15,15,6,13,54
3,5,5,12,42
3,5,5,20,47
13,13,5,32,37
12,12,4,23,43
12,12,3,19,50
16,16,5,18,55
16,16,5,16,61
14,14,5,16,64
14,14,4,15,66
10,10,3,16,66
12,12,3,19,64
13,13,6,30,66
7,18,7,36,36
7,38,5,19,55
7,45,4,16,57
7,30,3,16,57
10,28,5,25,46
22,44,8,42,27
16,35,7,42,26
15,34,7,48,20
18,33,7,42,25
15,25,6,32,34
14,24,7,30,35
16,27,8,67,8
15,32,7,54,20
19,19,7,38,35
14,21,6,31,42
13,13,6,27,45
17,17,7,29,45
22,22,7,30,47
14,25,8,33,47
20,35,8,47,33
28,56,8,74,10
47,90,12,83,4
66,102,16,88,2
82,116,18,90,2
87,116,15,82,5
87,106,17,82,3
78,108,20,79,3
67,93,28,72,6
71,76,24,71,5
63,73,21,68,5
87,99,30,75,2
103,115,30,75,4
111,141,20,80,4
129,163,23,90,7
142,188,25,90,8
150,201,27,83,8
135,172,29,80,7
135,175,34,83,7
145,185,39,94,7
166,218,44,103,7
171,210,49,108,7
134,161,41,86,16
98,99,32,66,27
158,181,34,112,6
145,196,27,99,4
128,165,24,93,3
126,150,24,94,3
129,153,24,97,3
135,153,24,98,3
163,190,31,107,6
197,235,36,115,7
195,233,41,114,8
116,123,16,73,2
116,125,22,76,2
126,129,26,79,3
118,118,36,82,4
130,133,37,87,5
134,142,40,91,5
143,160,44,89,4
143,166,43,80,3
162,190,39,94,3
183,221,36,110,4
202,243,35,123,5
199,236,38,123,5
200,234,42,119,5
192,219,46,111,5
165,180,45,95,3
154,163,44,90,3
148,148,43,84,2
148,148,48,91,3
167,167,49,95,4
158,159,49,93,5
121,131,39,73,3
76,78,29,66,3
53,54,25,66,2
47,51,24,66,4
32,32,16,54,22
20,20,13,46,32
10,16,11,35,43
17,17,7,30,51
11,14,7,24,58
17,17,7,24,58
15,19,7,27,54
11,23,7,32,48
13,24,7,37,42
12,22,7,49,33
13,27,9,60,23
13,24,9,68,16
15,21,9,73,11
17,21,9,72,12
15,23,9,63,18
9,18,10,50,31
14,19,11,63,18
14,19,10,68,14
17,21,10,67,13
14,16,8,51,24
11,13,8,47,28
12,20,8,51,21
21,34,12,65,8
18,34,11,67,7
16,39,12,53,18
16,30,10,34,36
13,28,7,17,52
13,17,6,15,56
19,19,6,14,58
10,29,5,15,60
12,36,5,18,59
13,41,5,20,58
15,50,5,33,44
38,81,8,57,29
73,98,13,64,26
148,182,27,70,17
110,149,26,62,24
120,130,21,62,22
139,149,14,64,15
136,141,13,59,15
148,148,17,65,8
156,156,18,67,5
173,173,17,69,3
168,168,16,61,4
174,174,12,60,2
170,170,10,63,2
155,161,10,67,2
132,150,11,72,2
100,115,21,67,4
35,46,20,43,25
16,46,11,21,50
14,49,8,20,58
4,7,6,27,46
4,13,7,27,44
9,17,8,33,38
11,17,10,40,31
10,21,10,49,23
7,21,10,43,28
12,19,9,40,30
11,20,9,37,33
8,19,9,36,34
8,17,8,41,30
11,26,7,37,34
12,23,9,51,24
8,10,8,45,31
12,12,7,41,36
25,35,10,52,31
222,276,21,99,6
272,372,22,106,5
420,514,24,118,5
429,477,26,116,5
393,469,25,111,4
421,476,24,115,5
305,307,20,98,9
238,268,22,99,12
243,286,18,104,11
224,254,17,98,9
177,187,20,91,8
116,122,25,79,7
112,112,27,81,14
140,147,26,90,17
134,183,28,108,12
185,239,28,124,8
362,431,21,134,6
357,398,21,124,6
335,379,21,119,6
340,384,19,117,7
327,375,18,115,7
313,338,21,100,6
313,356,19,98,7
396,473,24,120,14
403,461,27,118,15
404,459,28,124,15
392,443,23,126,14
379,421,19,127,13
363,363,19,121,11
275,275,20,102,10
196,196,19,90,6
170,170,22,89,6
186,186,27,97,7
143,143,25,82,7
159,165,25,85,11
184,212,25,102,13
221,255,26,123,11
356,479,27,183,10
429,491,26,195,9
444,490,23,191,8
406,465,20,175,7
392,434,19,151,7
